department,category,brand,price_band,fulfillment_bucket,total_items,recognized_items,returned_items,cancelled_items,processing_items,gmv_all_status,revenue,return_value,cancelled_value,processing_backlog_value,gross_profit,avg_sale_price,avg_fulfillment_days,return_rate_pct,cancel_rate_pct,processing_rate_pct,status_leakage_value,status_leakage_pct,gross_margin_pct,proxy_hypothesis,recommended_action
Men,Suits & Sport Coats,Paul Fredrick,$200+,not delivered / open,68,33,0,15,20,19466.0,9408.5,0.0,4517.5,5540.0,5625.545014719537,286.2647058823529,,0.0,22.1,29.4,10057.5,51.7,59.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Swim,Quiksilver,$50-100,not delivered / open,261,102,0,70,89,15954.970008850098,6280.070007324219,0.0,4215.160007476807,5459.739994049072,2470.0909722096385,61.1301532906134,,0.0,26.8,34.1,9674.900001525879,60.6,39.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Levi's,$25-50,not delivered / open,384,166,0,98,120,15821.770561218262,6772.6702308654785,0.0,4061.120147705078,4987.980182647705,3062.874690424882,41.202527503172554,,0.0,25.5,31.2,9049.100330352783,57.2,45.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Accessories,Ray-Ban,$100-200,not delivered / open,140,73,0,23,44,18936.239921569824,10003.329963684082,0.0,3203.149971008301,5729.759986877441,6068.453162266354,135.2588565826416,,0.0,16.4,31.4,8932.909957885742,47.2,60.7,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Outerwear & Coats,Arc'teryx,$200+,not delivered / open,50,27,0,12,11,20157.0,11255.0,0.0,4951.0,3951.0,6012.673011118546,403.14,,0.0,24.0,22.0,8902.0,44.2,53.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,Speedo,$50-100,not delivered / open,229,99,0,60,70,15574.159786224365,6699.549896240234,0.0,4138.129936218262,4736.479953765869,3874.757569878683,68.00943138089242,,0.0,26.2,30.6,8874.60988998413,57.0,57.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Not Your Daughter's Jeans,$100-200,not delivered / open,149,72,0,27,50,16924.839965820312,8253.949989318848,0.0,3078.9499893188477,5591.939987182617,3820.2440129664024,113.58952997194841,,0.0,18.1,33.6,8670.889976501465,51.2,46.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Accessories,Ray-Ban,$100-200,not delivered / open,115,55,0,25,35,15384.56997680664,7430.579978942871,0.0,3272.400001525879,4681.589996337891,4436.010499184415,133.77886936353602,,0.0,21.7,30.4,7953.9899978637695,51.7,59.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Canada Goose,$200+,not delivered / open,26,14,0,6,6,16039.750061035156,8124.9000244140625,0.0,4174.9000244140625,3739.9500122070312,4471.453204345218,616.9134638859675,,0.0,23.1,23.1,7914.850036621094,49.3,55.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Barbour,$200+,not delivered / open,28,8,0,6,14,11132.0,3242.0,0.0,2424.0,5466.0,1773.304994233884,397.57142857142856,,0.0,21.4,50.0,7890.0,70.9,54.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Lucky Brand,$50-100,not delivered / open,175,81,0,38,56,14239.4301071167,6459.510040283203,0.0,3193.3500328063965,4586.5700340271,3070.004374021302,81.36817204066685,,0.0,21.7,32.0,7779.920066833496,54.6,47.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Tommy Hilfiger,$200+,not delivered / open,67,35,0,9,23,16186.919891357422,8461.199951171875,0.0,2136.9299926757812,5588.789947509766,5097.46874927429,241.59581927399137,,0.0,13.4,34.3,7725.719940185547,47.7,60.2,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Outerwear & Coats,The North Face,$200+,not delivered / open,28,10,0,10,8,12757.960021972656,5185.980010986328,0.0,3322.980010986328,4249.0,2763.588983679113,455.64142935616627,,0.0,35.7,28.6,7571.980010986328,59.4,53.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Wrangler,$25-50,not delivered / open,320,137,0,73,110,12970.900197982788,5543.340084075928,0.0,2955.400043487549,4472.1600704193115,2588.9554534606796,40.53406311869621,,0.0,22.8,34.4,7427.56011390686,57.3,46.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Dresses,Parker,$200+,not delivered / open,32,12,0,11,9,11891.949951171875,4495.9599609375,0.0,4114.0,3281.989990234375,2501.8482717982274,371.6234359741211,,0.0,34.4,28.1,7395.989990234375,62.2,55.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Kasper,$100-200,not delivered / open,84,38,0,18,28,12888.950012207031,5633.880012512207,0.0,2745.500015258789,4509.569984436035,2222.4075685642742,153.43988109770277,,0.0,21.4,33.3,7255.069999694824,56.3,39.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Mountain Hardwear,$200+,not delivered / open,37,17,0,11,9,12050.0,4875.0,0.0,4395.0,2780.0,2676.399994075764,325.6756756756757,,0.0,29.7,24.3,7175.0,59.5,54.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Maternity,Motherhood Maternity,$25-50,not delivered / open,356,155,0,75,126,12510.879837036133,5380.899929046631,0.0,2593.4999656677246,4536.479942321777,3022.162913777176,35.14292089055093,,0.0,21.1,35.4,7129.979907989502,57.0,56.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,PAIGE,$100-200,not delivered / open,88,47,0,16,25,14614.81999206543,7830.929985046387,0.0,2675.9599990844727,4107.93000793457,3619.961129396266,166.07749990983442,,0.0,18.2,28.4,6783.890007019043,46.4,46.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Calvin Klein,$100-200,not delivered / open,80,39,0,12,29,12840.090270996094,6110.270133972168,0.0,1937.2300262451172,4792.590110778809,3619.8196869147905,160.50112838745116,,0.0,15.0,36.2,6729.820137023926,52.4,59.2,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Jeans,Rock Revival,$100-200,not delivered / open,81,33,0,22,26,11395.649978637695,4683.899993896484,0.0,3051.8499908447266,3659.8999938964844,2198.972901747281,140.68703677330487,,0.0,27.2,32.1,6711.749984741211,58.9,46.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Hudson,$100-200,not delivered / open,66,27,0,14,25,11487.71004486084,4850.410011291504,0.0,2409.440010070801,4227.860023498535,2223.122578914453,174.05621280092183,,0.0,21.2,37.9,6637.300033569336,57.8,45.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Joe's Jeans,$100-200,not delivered / open,82,41,0,16,25,13418.880004882812,6810.450004577637,0.0,2493.2099990844727,4115.220001220703,3159.012757797394,163.644878108327,,0.0,19.5,30.5,6608.430000305176,49.2,46.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,Miraclesuit,$100-200,not delivered / open,72,29,0,16,27,10995.050018310547,4488.230010986328,0.0,2363.0,4143.820007324219,2619.3140684340115,152.70902803209094,,0.0,22.2,37.5,6506.820007324219,59.2,58.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,True Religion,$100-200,not delivered / open,55,20,0,14,21,9881.95002746582,3533.990005493164,0.0,2527.990005493164,3819.970016479492,1635.7313965656979,179.67181868119673,,0.0,25.5,38.2,6347.960021972656,64.2,46.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Tahari,$100-200,not delivered / open,73,32,0,17,24,11025.460075378418,4734.810035705566,0.0,2464.780029296875,3825.8700103759766,1846.8393852446693,151.03369966271805,,0.0,23.3,32.9,6290.650039672852,57.1,39.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Orvis,$100-200,not delivered / open,95,52,0,24,19,13841.0,7616.0,0.0,3694.0,2531.0,4225.495992159937,145.69473684210527,,0.0,25.3,20.0,6225.0,45.0,55.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,G-Star,$100-200,not delivered / open,61,26,0,14,21,10340.589950561523,4380.209976196289,0.0,2372.589988708496,3587.7899856567383,2023.0955820464321,169.5178680419922,,0.0,23.0,34.4,5960.379974365234,57.6,46.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Lucky Brand,$50-100,not delivered / open,131,55,0,29,47,10354.800064086914,4403.0300216674805,0.0,2258.7000045776367,3693.070037841797,2017.1833938846746,79.04427529837339,,0.0,22.1,35.9,5951.770042419434,57.5,45.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Tommy Hilfiger,$100-200,not delivered / open,66,29,0,15,22,10457.490058898926,4543.880020141602,0.0,2395.370018005371,3518.240020751953,2741.1132314322717,158.44681907422614,,0.0,22.7,33.3,5913.610038757324,56.5,60.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Not Your Daughter's Jeans,$50-100,not delivered / open,126,59,0,30,37,11025.960021972656,5175.090026855469,0.0,2659.5299911499023,3191.340003967285,2379.3032770899385,87.5076192220052,,0.0,23.8,29.4,5850.8699951171875,53.1,46.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,True Religion,$200+,not delivered / open,50,29,0,6,15,13411.0,7760.0,0.0,1644.0,4007.0,3578.81101003848,268.22,,0.0,12.0,30.0,5651.0,42.1,46.1,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Swim,Speedo,$25-50,not delivered / open,273,124,0,60,89,10452.520118713379,4814.300043106079,0.0,2297.8400287628174,3340.3800468444824,1910.809850317816,38.28761948246659,,0.0,22.0,32.6,5638.2200756073,53.9,39.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,AG Adriano Goldschmied,$100-200,not delivered / open,70,35,0,12,23,11630.099998474121,6053.360000610352,0.0,1928.9599990844727,3647.779998779297,2929.160523882651,166.14428569248744,,0.0,17.1,32.9,5576.7399978637695,48.0,48.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Kenneth Cole,$100-200,not delivered / open,58,20,0,20,18,8104.720016479492,2735.1199951171875,0.0,2697.1000213623047,2672.5,1505.6519358643977,139.7365520082671,,0.0,34.5,31.0,5369.600021362305,66.3,55.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Dockers,$25-50,not delivered / open,234,108,0,43,83,9861.90030670166,4522.14013671875,0.0,1826.3300590515137,3513.4301109313965,2430.5381007115525,42.14487310556265,,0.0,18.4,35.5,5339.76016998291,54.1,53.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Orvis,$200+,not delivered / open,36,17,0,6,13,10271.0,4985.0,0.0,1671.0,3615.0,2985.1270052595064,285.30555555555554,,0.0,16.7,36.1,5286.0,51.5,59.9,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Dresses,Calvin Klein,$100-200,not delivered / open,70,30,0,16,24,8914.939987182617,3792.459991455078,0.0,2033.4899978637695,3088.9899978637695,2083.899698066845,127.35628553118025,,0.0,22.9,34.3,5122.479995727539,57.5,54.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sleep & Lounge,Regency New York,$200+,not delivered / open,25,10,0,6,9,8598.750305175781,3499.500122070313,0.0,1999.7000732421875,3099.5501098632812,2105.6991791012047,343.95001220703125,,0.0,24.0,36.0,5099.250183105469,59.3,60.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,AG Adriano Goldschmied,$100-200,not delivered / open,48,15,0,13,20,7189.830017089844,2115.930000305176,0.0,1897.9599990844727,3175.9400177001953,1099.5961380205845,149.78812535603842,,0.0,27.1,41.7,5073.900016784668,70.6,52.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Dockers,$50-100,not delivered / open,161,80,0,38,43,10033.270076751709,5006.900032043457,0.0,2344.660026550293,2681.710018157959,2730.817362528541,62.31844768168764,,0.0,23.6,26.7,5026.370044708252,50.1,54.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Evan Picone,$100-200,not delivered / open,73,34,0,18,21,9391.159996032715,4413.4899826049805,0.0,2287.880012512207,2689.7900009155273,1724.624815070862,128.6460273429139,,0.0,24.7,28.8,4977.670013427734,53.0,39.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sweaters,Calvin Klein,$50-100,not delivered / open,137,63,0,33,41,9060.369937896729,4128.699977874756,0.0,2218.679988861084,2712.9899711608887,2089.5380493500593,66.13408713793233,,0.0,24.1,29.9,4931.669960021973,54.4,50.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Shorts,Quiksilver,$50-100,not delivered / open,141,58,0,35,48,8086.940010070801,3299.460006713867,0.0,1996.9900016784668,2790.490001678467,1648.3985637637306,57.35418446858724,,0.0,24.8,34.0,4787.480003356934,59.2,50.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Dresses,BCBGMAXAZRIA,$200+,not delivered / open,43,27,0,6,10,13224.0,8476.0,0.0,1928.0,2820.0,4765.20400752686,307.5348837209302,,0.0,14.0,23.3,4748.0,35.9,56.2,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Swim,O'Neill,$50-100,not delivered / open,147,74,0,35,38,9554.489986419678,4887.689990997314,0.0,2229.199996948242,2437.599998474121,1972.4721187650998,64.99653051986175,,0.0,23.8,25.9,4666.799995422363,48.8,40.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Carhartt,$50-100,not delivered / open,113,54,0,22,37,8901.509860992432,4245.609935760498,0.0,1807.8299598693845,2848.069965362549,2369.3228668833917,78.77442354860558,,0.0,19.5,32.7,4655.899925231934,52.3,55.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,True Religion,$100-200,not delivered / open,58,32,0,12,14,10255.909996032715,5656.839996337891,0.0,2193.3599853515625,2405.7100143432617,2695.871302956647,176.82603441435714,,0.0,20.7,24.1,4599.069999694824,44.8,47.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Columbia,$100-200,not delivered / open,67,34,0,14,19,9097.059875488281,4536.139938354492,0.0,1819.5199584960938,2741.3999786376953,2508.727448559119,135.77701306698927,,0.0,20.9,28.4,4560.919937133789,50.1,55.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Dresses,KAMALIKULTURE,$50-100,not delivered / open,91,38,0,22,31,7864.849983215332,3309.589988708496,0.0,1895.7999954223633,2659.4599990844727,1812.4655258902937,86.42692289247617,,0.0,24.2,34.1,4555.259994506836,57.9,54.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Calvin Klein,$100-200,not delivered / open,55,27,0,14,14,8893.62003326416,4398.180015563965,0.0,2345.2300033569336,2150.2100143432617,2444.057122464784,161.70218242298472,,0.0,25.5,25.5,4495.440017700195,50.5,55.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sleep & Lounge,Natori,$100-200,not delivered / open,66,34,0,14,18,9294.500007629395,4802.800003051758,0.0,1988.900001525879,2502.800003051758,1913.5763941651196,140.82575769135445,,0.0,21.2,27.3,4491.700004577637,48.3,39.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sweaters,Fred Perry,$100-200,not delivered / open,66,32,0,10,24,8655.740028381348,4241.380020141602,0.0,1324.900001525879,3089.460006713867,2022.4458673384315,131.14757618759617,,0.0,15.2,36.4,4414.360008239746,51.0,47.7,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Sleep & Lounge,Derek Rose,$200+,not delivered / open,28,11,0,7,10,7250.0,2850.0,0.0,1825.0,2575.0,1761.5000057965517,258.92857142857144,,0.0,25.0,35.7,4400.0,60.7,61.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,7 For All Mankind,$100-200,5-7 days,86,56,30,0,0,13011.100036621094,8668.93002319336,4342.170013427734,0.0,0.0,4014.947256591511,151.29186089094296,5.307445090439277,34.9,0.0,0.0,4342.170013427734,33.4,46.3,High-price fit/expectation mismatch,"Add premium PDP proof, fit notes, review snippets"
Men,Outerwear & Coats,Carhartt,$200+,not delivered / open,32,16,0,7,9,8555.519958496094,4247.279937744141,0.0,1829.6500091552734,2478.5900115966797,2335.6306365495357,267.35999870300293,,0.0,21.9,28.1,4308.240020751953,50.4,55.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Silver Jeans,$50-100,not delivered / open,87,38,0,22,27,7565.099987030029,3282.919994354248,0.0,1995.659999847412,2286.519992828369,1519.1358208280917,86.95517226471298,,0.0,25.3,31.0,4282.179992675781,56.6,46.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Wrangler,$50-100,not delivered / open,136,62,0,31,43,7775.2500076293945,3522.740005493164,0.0,1775.4899940490723,2477.020008087158,1642.4638753906395,57.17095593845143,,0.0,22.8,31.6,4252.5100021362305,54.7,46.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Tops & Tees,Carhartt,$25-50,not delivered / open,157,59,0,39,59,6630.3400230407715,2447.250011444092,0.0,1635.3900032043457,2547.700008392334,1101.210388238319,42.23146511490937,,0.0,24.8,37.6,4183.09001159668,63.1,45.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Le Suit,$100-200,not delivered / open,68,36,0,12,20,8863.859939575195,4697.349960327148,0.0,1527.379997253418,2639.129981994629,1864.2802998008624,130.35088146434111,,0.0,17.6,29.4,4166.509979248047,47.0,39.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Columbia,$50-100,not delivered / open,98,46,0,25,27,7607.8399353027335,3480.6299781799316,0.0,2029.149978637695,2098.0599784851074,1962.5779434384217,77.63101974798708,,0.0,25.5,27.6,4127.209957122802,54.2,56.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Hanes,$25-50,not delivered / open,251,107,0,50,94,7157.830011367798,3035.6800022125244,0.0,1462.5300045013428,2659.6200046539307,1639.8409288015569,28.51725104130597,,0.0,19.9,37.5,4122.150009155273,57.6,54.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Ralph Lauren,$100-200,not delivered / open,59,26,0,18,15,7388.919998168944,3282.7200088500977,0.0,2211.3099822998047,1894.890007019043,1998.5503499250287,125.23593217235499,,0.0,30.5,25.4,4106.199989318847,55.6,60.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Blazers & Jackets,Allegra K,<$25,not delivered / open,540,254,0,126,160,7561.290020942688,3586.660008430481,0.0,1724.8900065422058,2249.740005970001,2221.8450655534125,14.002388927671644,,0.0,23.3,29.6,3974.630012512207,52.6,61.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Jones New York,$200+,not delivered / open,27,10,0,8,9,6379.39990234375,2427.8599548339844,0.0,1911.029968261719,2040.5099792480469,1463.2609353953312,236.27407045717592,,0.0,29.6,33.3,3951.5399475097656,61.9,60.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Calvin Klein,$25-50,not delivered / open,258,132,0,58,68,8056.310020446777,4113.890012741089,0.0,1849.3300018310547,2093.090005874634,2184.1262232328604,31.226007831189058,,0.0,22.5,26.4,3942.4200077056885,48.9,53.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Outerwear & Coats,Carhartt,$100-200,not delivered / open,58,29,0,10,19,7937.989967346191,3998.889961242676,0.0,1344.7100067138672,2594.3899993896484,2240.6912619117334,136.86189598872744,,0.0,17.2,32.8,3939.1000061035156,49.6,56.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Volcom,$50-100,not delivered / open,105,51,0,32,22,7524.79988861084,3590.499954223633,0.0,2283.299964904785,1650.9999694824216,1696.5186820572028,71.66476084391276,,0.0,30.5,21.0,3934.299934387207,52.3,47.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sweaters,Sofie,$100-200,not delivered / open,47,23,0,8,16,7357.5,3436.0,0.0,1233.0,2688.5,1816.3875030075433,156.54255319148936,,0.0,17.0,34.0,3921.5,53.3,52.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Accessories,Ray-Ban,$50-100,not delivered / open,79,37,0,20,22,7301.090034484862,3443.5400238037105,0.0,1824.1700057983396,2033.3800048828123,2061.1119088521186,92.41886119601092,,0.0,25.3,27.8,3857.550010681152,52.8,59.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Marc New York by Andrew Marc,$200+,not delivered / open,27,15,0,6,6,8195.919952392578,4349.939971923828,0.0,1793.97998046875,2052.0,2374.611789566544,303.55259082935476,,0.0,22.2,22.2,3845.97998046875,46.9,54.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,Alpha Industries,$100-200,not delivered / open,42,17,0,12,13,6296.859977722168,2463.339988708496,0.0,1751.7200012207031,2081.7999877929688,1381.334711345299,149.92523756481353,,0.0,28.6,31.0,3833.519989013672,60.9,56.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Accessories,Oakley,$200+,not delivered / open,30,13,0,9,8,6700.0,2880.0,0.0,1940.0,1880.0,1715.6600043736398,223.33333333333334,,0.0,30.0,26.7,3820.0,57.0,59.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,King Formal Wear,$50-100,not delivered / open,92,48,0,22,22,7989.079803466797,4194.5198974609375,0.0,1904.7799530029297,1889.7799530029297,2470.9172854373705,86.83782395072605,,0.0,23.9,23.9,3794.5599060058594,47.5,58.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,Melissa Odabash,$100-200,not delivered / open,50,25,0,13,12,7722.379913330078,3929.919952392578,0.0,1969.749984741211,1822.709976196289,2271.618606237533,154.44759826660157,,0.0,26.0,24.0,3792.4599609375,49.1,57.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
